hgnc_symbol	affy_hg_u133_plus_2
AQP4	210068_s_at
AQP4	210906_x_at
AQP4	210067_at
AQP4	
	243515_at
RRBP1P2	
RPL12P44	
POLR2F	
POLR2F	209511_at
POLR2F	232643_at
RPL21P135	
EXOSC1	222609_s_at
EXOSC1	
EXOSC1	1559044_at
AZI2	
AZI2	235962_at
AZI2	218043_s_at
AZI2	227905_s_at
AZI2	222498_at
AZI2	223846_at
AZI2	227904_at
TINAG	231154_x_at
TINAG	223782_s_at
	1562934_at
LINC02058	
CCT5P1	
RBX1P2	237681_at
	233513_at
MARCHF3	213256_at
MARCHF3	230385_at
MARCHF3	
TDGP1	
ALG10B	238475_at
ALG10B	228941_at
ALG10B	242900_at
ALG10B	
PPIAP89	
RAD21P1	
LINC01648	1562869_at
MIR3960	
MIR2861	
SPIN2P1	
RNU6-935P	
FSIP2LP	
FSIP2LP	1561468_at
SLC9A1	209453_at
SLC9A1	
SLC9A1	1554728_at
RPL5P17	
FPGS	
FPGS	202945_at
DENND10P1	225351_at
DENND10P1	221804_s_at
DENND10P1	222955_s_at
OR4K16P	
PSD2	223536_at
PSD2	
OR4U1P	
OR4L1	
	1565733_at
RNA5SP380	
COX14	225772_s_at
SPRING1P2	
OR4T1P	
LINC01201	
PSMB7P1	
GTF2IP22	
OR11G1P	
OR11P1P	
ARHGAP36	238047_at
ARHGAP36	
OR11H5P	
OR11H6	
OR11H7	
TTC5	
TTC5	1558605_at
TTC5	1558606_s_at
TTC5	226557_at
TTC5	243007_at
HTR1E	207404_s_at
LINC02450	242159_at
TMC2	1553019_at
TMC2	
TBX18	1559839_at
TBX18	1559840_s_at
TBX18	242107_x_at
TBX18	233889_at
TBX18	
CCNT1	206967_at
CCNT1	225493_at
CCNT1	
SOX12	228358_at
SOX12	204432_at
CST1	206224_at
MIR6820	
MIR4534	
	1563048_at
PICK1	
PICK1	204746_s_at
	211988_at
	211989_at
	236016_at
	244111_at
CST4	206994_at
BASP1	202391_at
ZNF217	203739_at
ZNF217	
WNK4	229158_at
WNK4	244344_at
WNK4	
TRPC7-AS2	
ONECUT2	239911_at
ONECUT2	230271_at
ONECUT2	233446_at
ONECUT2	207676_at
ABRACL	223361_at
ABRACL	
TOMM40P3	
TMEM171	1553559_at
TMEM171	240770_at
TREM2	219725_at
NARS1	200027_at
NARS1	
DNAAF9	225825_at
DNAAF9	226607_at
DNAAF9	231948_s_at
	1558605_at
	1558606_s_at
EDRF1-AS1	
C5orf15	203024_s_at
C5orf15	
CCNB1IP1	217988_at
CCNB1IP1	
NANOS1	228523_at
COX7A2L	
COX7A2L	201256_at
FANK1	
FANK1	232968_at
TMEM115	216267_s_at
HDAC2	242141_at
HDAC2	201833_at
HDAC2	
PGGT1B	214202_at
PGGT1B	235615_at
PGGT1B	244722_at
PGGT1B	206288_at
PGGT1B	
GNAT1	207514_s_at
GNAT1	214286_at
GNAT1	
RN7SL191P	
DDX11	232816_s_at
DDX11	210206_s_at
DDX11	208149_x_at
DDX11	213378_s_at
DDX11	208159_x_at
DDX11	
TCP11X3P	
NXF2	234173_s_at
NXF2	220257_x_at
NXF2	220981_x_at
LDLRAP1	221790_s_at
LDLRAP1	57082_at
LDLRAP1	
HMGN2P21	
RPL37P13	
PRAC2	230845_at
MIR2117HG	
SFXN5	241999_at
SFXN5	226373_at
SFXN5	
SFXN5	1563708_at
SFXN5	232691_at
KRT17P3	
TMSB15A	205347_s_at
CTHRC1P1	
ZNF209P	
BMX	206464_at
BMX	
SMAD5	225219_at
SMAD5	205187_at
SMAD5	235451_at
SMAD5	225223_at
SMAD5	205188_s_at
SMAD5	
RNF207-AS1	
KYNUP2	
NEURL2	230283_at
	1559948_at
RAI1-AS1	
LINC00601	
SH3GL1P2	1567030_at
DUX4L15	216473_x_at
PANK2	238548_at
PANK2	218809_at
PANK2	
PANK2	238856_s_at
NGFR-AS1	
ACADSB	
ACADSB	226030_at
ACADSB	205355_at
RBMS3-AS2	
BNIP3P32	
SMCR2	
BNIP3P23	
ZNF90	
ZNF90	1562133_x_at
	215996_at
EXOSC7	213648_at
EXOSC7	212627_s_at
EXOSC7	
EXOSC7	205200_at
LUC7L3	229193_at
LUC7L3	208835_s_at
LUC7L3	242389_at
LUC7L3	203804_s_at
LUC7L3	241792_x_at
LUC7L3	220044_x_at
LUC7L3	
SDC3	1554864_a_at
SDC3	202898_at
SDC3	
	1557325_at
	1560446_at
	1565748_at
ATP8B1	226302_at
ATP8B1	214594_x_at
ATP8B1	
PAFAH2	205232_s_at
PAFAH2	205233_s_at
PAFAH2	
ZNF430	238614_x_at
ZNF430	206829_x_at
	1557591_at
ALDOAP2	211617_at
DUX4L29	216473_x_at
RBM20	238763_at
RBM20	
ESF1	218859_s_at
ESF1	222765_x_at
RNF180	
RNF180	236644_at
RNF180	242033_at
RNF180	242985_x_at
	222257_s_at
	219962_at
BAIAP2L2	228876_at
BAIAP2L2	
CA5BP1	238435_at
CA5BP1	
CA5BP1	213363_at
ZNF91	244259_s_at
ZNF91	
ZNF91	1569277_at
ZNF91	206059_at
ZNF91	236128_at
XPNPEP1	209045_at
XPNPEP1	208453_s_at
XPNPEP1	236239_at
XPNPEP1	
HYAL1	210619_s_at
HYAL1	
RNU6-742P	
RSL24D1P11	
LINC01897	
CA5B	
CA5B	207129_at
CA5B	214082_at
ATP6V1C1	202874_s_at
ATP6V1C1	202872_at
ATP6V1C1	226463_at
ATP6V1C1	202873_at
ATP6V1C1	
YDJC	227042_at
HMGN1P30	
MIR122	237410_x_at
MIR3591	
COMP	205713_s_at
COMP	
ALPK2	228367_at
ALPK2	
NAA11	
NAA11	210603_at
GZMA	205488_at
DPM1	202673_at
DPM1	
MTND6P3	
EVC2	1555256_at
EVC2	229974_at
	1560958_s_at
ZCCHC10	221193_s_at
ZCCHC10	223803_s_at
ZCCHC10	1559399_s_at
LINC02836	
LINC01277	
CCDC116	
CCDC116	1555792_a_at
	221202_at
INE2	
SDF2L1	218681_s_at
AP1S2	203300_x_at
AP1S2	203299_s_at
AP1S2	230264_s_at
AP1S2	228415_at
SNORA108	
RPL9P31	
BCLAF1	214499_s_at
BCLAF1	201083_s_at
BCLAF1	201084_s_at
BCLAF1	201101_s_at
BCLAF1	239897_at
BCLAF1	229454_at
BCLAF1	
MALT1-AS1	
MRPL37P1	
MIR301B	
MIR130B	
RNU6-219P	
VN1R21P	
SERINC2	224762_at
SERINC2	
LINC01926	240276_at
KCNG1	214595_at
KCNG1	211053_at
KCNG1	
RNU2-69P	
MEIKIN	223918_at
MEIKIN	
OACYLP	
PPIL2	
PPIL2	217407_x_at
PPIL2	214986_x_at
PPIL2	209299_x_at
PPIL2	206064_s_at
PPIL2	206063_x_at
PPIL2	223999_at
PPIL2	243414_at
NPRL2	203246_s_at
NPRL2	210373_at
NPRL2	
SNORA79B	
BHMT	206119_at
BHMT	
WFDC13	1553052_at
SNORD126	
	1556684_at
RPPH1	1556684_at
MIR3617	
SPINT4	
TEP1	205727_at
TEP1	228670_at
TEP1	
INO80C	1559716_at
INO80C	229582_at
INO80C	
ZNF638	
ZNF638	1554249_a_at
ZNF638	211257_x_at
ZNF638	213775_x_at
CTSA	200661_at
CTSA	
NCALD	211685_s_at
NCALD	
YTHDC2	1568680_s_at
YTHDC2	213077_at
YTHDC2	205836_s_at
YTHDC2	205835_s_at
YTHDC2	
XAF1	
XAF1	206133_at
XAF1	228617_at
XAF1	242234_at
RNU5F-7P	
SETP15	
PTPRM	1555579_s_at
PTPRM	1555578_at
PTPRM	203329_at
PTPRM	
APEX2	238813_at
APEX2	204408_at
GLIPR2	225604_s_at
GLIPR2	225602_at
ALAS2	211560_s_at
ALAS2	
BNIP3P36	
AJAP1	215790_at
AJAP1	215789_s_at
AJAP1	206460_at
AJAP1	215149_at
AJAP1	
CYP4F3	206514_s_at
CYP4F3	206515_at
CYP4F3	
CCIN	210642_at
RNU4-53P	
NAIF1	227825_at
NAIF1	
APRG1	
PTAFR	206278_at
PTAFR	227184_at
PTAFR	211661_x_at
KCNN2	
KCNN2	220116_at
SLC25A25-AS1	1560089_at
HNRNPD	209330_s_at
HNRNPD	229129_at
HNRNPD	221480_at
HNRNPD	221481_x_at
HNRNPD	200073_s_at
HNRNPD	213359_at
HNRNPD	
LCN2	212531_at
LCN2	
NKAIN1	219438_at
NKAIN1	
ARF1P3	
TMEM123-DT	239241_at
ANXA13	208323_s_at
ANXA13	
RHOD	209885_at
RHOD	31846_at
KCTD6	238077_at
KCTD6	238001_at
KCTD6	
TEKT4P2	227330_x_at
TEKT4P2	227715_at
TEKT4P2	229748_x_at
TEKT4P2	226558_at
TEKT4P2	
TEKT4P2	241624_at
TEKT4P2	244631_at
SNRNP40	215905_s_at
SNRNP40	
RANP7	
PRAC1	230784_at
	1554957_at
RAB5A	206113_s_at
RAB5A	209089_at
RAB5A	
RAB5A	240990_at
YPEL1	228788_at
YPEL1	228296_at
YPEL1	213996_at
YPEL1	
	205091_x_at
LINC02711	
SCARNA9	
AIG1P1	
	1561443_at
	1557758_at
FTH1P9	
LINC02122	
HDGFL3P1	
PAGE2B	231307_at
CASC3	
CASC3	207842_s_at
LRRTM2	206408_at
LRRTM2	
PRSS23-AS1	239220_at
FEM1C	213341_at
	1570152_at
RN7SL280P	
RAB39A	1554800_at
SLC25A33	223296_at
EGFLAM-AS3	
ZNF74	235997_at
ZNF74	205881_at
ZNF74	
PAGE2	231307_at
PAGE2	
WDR70	219193_at
WDR70	
	221517_s_at
LINC01424	242798_at
RB1CC1	202033_s_at
RB1CC1	202034_x_at
RB1CC1	
LINC01684	
MED17	221517_s_at
MED17	223115_at
MED17	232483_at
MED17	
BBLN	204480_s_at
BBLN	222165_x_at
BBLN	41047_at
MTCO1P52	
MTND2P24	
MTND1P30	
GJB3	215243_s_at
GJB3	205491_s_at
GJB3	205490_x_at
VN1R90P	
NDUFAF4P3	
RAD54L2P1	
FLNA	200859_x_at
FLNA	214752_x_at
FLNA	213746_s_at
FLNA	
	1559449_a_at
TRUB2	232218_at
TRUB2	223109_at
	229489_at
GLB1	201576_s_at
GLB1	
LINC01756	1562589_at
ABCC13	
ABCC13	1555265_at
ABCC13	1552583_s_at
ABCC13	233371_at
ABCC13	1552582_at
PRR15L	219127_at
DNAJC16	
DNAJC16	212911_at
DNAJC16	217358_at
DNAJC16	212908_at
ATAD5	220223_at
DUX4L21	216473_x_at
COQ4	228931_at
COQ4	218328_at
COQ4	
FOXI2	
DMBT1L1	
LINC01858	
LINC01858	1570127_at
HMGB1P29	
ZNF675	
ZNF675	217547_x_at
RNU6-225P	
RPL3P6	
DUX4L51	232631_at
KLHL22	221838_at
KLHL22	221837_at
KLHL22	49329_at
KLHL22	
PAIP1	213754_s_at
PAIP1	209064_x_at
PAIP1	208051_s_at
PAIP1	210283_x_at
PAIP1	209063_x_at
PAIP1	
SLC18A2	205857_at
SLC18A2	1553328_a_at
DDA1	218260_at
DDA1	227472_at
DDA1	
	1557897_at
CPA6	1552511_a_at
CPA6	224028_at
NR1D1	31637_s_at
NR1D1	204760_s_at
L3MBTL4	228557_at
L3MBTL4	1554699_at
L3MBTL4	
SLC27A4	225779_at
ATL2	235848_x_at
ATL2	222700_at
ATL2	1553603_s_at
ATL2	
ATL2	237968_at
ATL2	217580_x_at
	219931_s_at
RNY1P9	
RN7SL812P	
KRT18P5	
TM6SF2	234092_s_at
TM6SF2	233403_x_at
TM6SF2	
LIN54	
LIN54	235809_at
UTP6	218715_at
UTP6	
RPS10P18	
ABRAXAS2	212837_at
ABRAXAS2	212835_at
CYCSP23	
ODF1	214485_at
ODF1	
	202929_s_at
LINC00320	1557481_a_at
LINC00320	1564392_at
LINC00320	
SUGP2	214092_x_at
SUGP2	213505_s_at
SUGP2	64371_at
SUGP2	212000_at
SUGP2	212001_at
SUGP2	
CABIN1	37652_at
CABIN1	202624_s_at
CABIN1	1557581_x_at
NDUFA5P2	
RPS10P16	
MED30	227787_s_at
MED30	227786_at
TMSB4XP4	
SHTN1	221802_s_at
SHTN1	
URM1	208101_s_at
URM1	228626_at
URM1	
RNA5SP382	
KLHL33	
RPS20P20	
OSGEP	209450_at
OSGEP	
ANO10	
ANO10	218910_at
RDH10	1552378_s_at
RDH10	226021_at
RDH10	227467_at
RDH10	
HEPHL1	
MIR219A2HG	
MIR219A2	
MIR219B	
ODF2-AS1	
GATA6	210002_at
GATA6	
FAM205C	237827_at
FAM205C	
NCOA5	234471_s_at
NCOA5	225145_at
NCOA5	
SLC38A2	222982_x_at
SLC38A2	220924_s_at
SLC38A2	218041_x_at
SLC38A2	
GLULP4	217202_s_at
GLULP4	217203_at
YWHAZP6	
DNAJB5-DT	
	1566203_at
	1566204_at
WASHC5	201985_at
WASHC5	
SYF2P2	
RNU6-984P	
HSPE1P22	
MTATP6P29	
MTCO3P29	
MTND3P23	
MTND4LP7	
MTND4P15	
LINC00475	235776_x_at
LINC00475	
LINC00475	233524_at
LINC00475	233525_s_at
	1558512_at
ST8SIA5	236110_at
ST8SIA5	217514_at
ST8SIA5	206258_at
ST8SIA5	
VSTM5	
RPL13P2	
EYA3	1552314_a_at
EYA3	206379_at
EYA3	226170_at
EYA3	1554844_at
EYA3	
SAMHD1	235529_x_at
SAMHD1	234987_at
SAMHD1	1559883_s_at
SAMHD1	235964_x_at
SAMHD1	204502_at
SAMHD1	
IL10RB-DT	230632_at
IL10RB-DT	230631_s_at
BEND3P2	
PRSS47P	234696_at
SNX24	
SNX24	222716_s_at
SNX24	218705_s_at
URB1-AS1	227424_x_at
TRIM49	221154_at
LINC00205	1559957_a_at
LINC00205	226995_at
LINC00205	228908_s_at
LINC00205	1569032_at
LINC00205	228909_at
MIR3651	
SNORA84	
	236478_at
FRGCA	
NOL8	218244_at
NOL8	
LINC01426	232804_at
LINC01426	
GPR160P2	
B4GALNT2P1	
SKAP1-AS1	
AOC2	207064_s_at
TRIM8-DT	
GPR26	244617_at
GPR26	1553864_at
GPR26	1553865_a_at
BNIP3P35	
ARHGAP28	227911_at
ARHGAP28	220382_s_at
ARHGAP28	
ARHGAP28	220381_at
BNIP3P16	
	1556405_s_at
LINC02210-CRHR1	214619_at
LINC02210-CRHR1	211897_s_at
LINC02210-CRHR1	208593_x_at
ATRNL1	1569796_s_at
ATRNL1	213745_at
ATRNL1	213744_at
ATRNL1	
BRWD1-AS2	239602_at
BNIP3P8	
RPL34P33	
CBR3-AS1	1559501_at
CBR3-AS1	
CBR3-AS1	1559917_a_at
HOXB4	231767_at
	1556504_at
LINC01859	234831_at
NPM1P10	
FOLH1B	205860_x_at
FOLH1B	215363_x_at
FOLH1B	217487_x_at
FOLH1B	211303_x_at
DAAM2-AS1	
DAAM2-AS1	1561979_at
APEX1	210027_s_at
APEX1	
TCAP	205766_at
PCGF7P	224326_s_at
GAPDHP73	234954_at
CDC42EP3P1	
LRRC37BP1	229231_at
LRRC37BP1	
LINC02876	
RPL7AP10	234875_at
ADGRG6	213094_at
ADGRG6	
ADGRG6	233887_at
PCNT	233387_s_at
PCNT	203660_s_at
PCNT	
ANKRD40	227064_at
ANKRD40	211717_at
ANKRD40	
RFESD	236305_at
RFESD	239142_at
RFESD	
XKR4-AS1	
THAP9	
THAP9	230185_at
THAP9	220360_at
MEF2B	205124_at
RAB38	219412_at
LINC02845	
RGS20	210138_at
RGS20	
RGS20	1569303_s_at
PPP4R3B	226230_at
PPP4R3B	224474_x_at
PPP4R3B	233759_s_at
PPP4R3B	
PPP4R3B	222270_at
CDK5RAP3	
CDK5RAP3	218740_s_at
GAL	
GAL	214240_at
ZNRF3-AS1	
KREMEN1	235370_at
KREMEN1	243029_at
KREMEN1	227250_at
KREMEN1	234843_s_at
KREMEN1	224534_at
KREMEN1	
LINC02627	
LIX1	236163_at
LIX1	230865_at
LIX1	
LNX1	223612_s_at
LNX1	223611_s_at
LNX1	
GNG10P1	
STK32C	227634_at
STK32C	230934_at
	220420_at
	222927_s_at
	219775_s_at
ARHGAP26-IT1	
	1554531_at
	244571_s_at
	1557286_at
WTAPP1	
TRPC6P9	
ASS1P10	
LRRC57	238495_at
LRRC57	229232_at
LRRC57	
TRPC6P2	
RNU6-810P	
RNU6-1219P	
MMP7	204259_at
MMP7	
PRDM6-AS1	232374_s_at
PRDM6-AS1	
EMID1	213779_at
EMID1	1564251_at
EMID1	
AK6P2	
SLCO4C1	222071_s_at
CISTR	
LINC02395	1569756_at
LINC02395	
SLC35F2	218826_at
SLC35F2	
RPL23AP60	221634_at
DNAAF4	241713_s_at
DNAAF4	235273_at
ITIH4	37201_at
ITIH4	206287_s_at
ITIH4	
ITIH4	242720_at
ST8SIA4	206925_at
ST8SIA4	230261_at
ST8SIA4	242943_at
ST8SIA4	230836_at
ST8SIA4	1554460_at
ST8SIA4	
UROS	
UROS	203031_s_at
UROS	1568781_at
UROS	232560_at
APOOP4	
LARP1BP1	
GK2	215430_at
RELCH	225506_at
RELCH	225508_at
RELCH	
SQLE-DT	
MTCO1P4	
PDCL3P2	243049_at
RPL30P16	
H2AZP2	
NUDT9	218375_at
NUDT9	
RNF19A	220483_s_at
RNF19A	223085_at
RNF19A	
VDAC1	212038_s_at
VDAC1	217140_s_at
VDAC1	
ZNF593	204175_at
LACRT	224540_at
MMP20	207599_at
MMP20	
PSMC1P10	
MTDHP4	
H3P5	
ZNF431	
ZNF431	241815_at
ZNF431	244663_at
ZNF431	243491_at
ZNF431	232338_at
RPL7P11	
SLC1A4	244377_at
SLC1A4	209611_s_at
SLC1A4	212810_s_at
SLC1A4	212811_x_at
SLC1A4	209610_s_at
FABP3	205738_s_at
FABP3	214285_at
AQP5-AS1	
CLUHP8	
TRMT10BP1	
	230927_at
TMED7	209404_s_at
TMED7	214658_at
TMED7	
RAB2A	208733_at
RAB2A	208730_x_at
RAB2A	208731_at
RAB2A	208732_at
RAB2A	208734_x_at
RAB2A	
NTF3	
NTF3	206706_at
LINC02756	
EPHA2	203499_at
EPHA2	
TAF11L6	
MINAR2	
RPS14P8	
RPS12P10	
MRPS36P5	
RELT	227060_at
RELT	
IPO8	205701_at
IPO8	225528_at
IPO8	
	241492_at
RPL7L1P4	
ERAP2	1554273_a_at
ERAP2	227462_at
ERAP2	235104_at
ERAP2	219759_at
ERAP2	1554272_at
ERAP2	
SUPT4H1P1	
LINC01291	
MTND5P32	
LINC02613	
FAM219B	224805_s_at
FAM219B	224804_s_at
FAM219B	224798_s_at
FAM219B	
LINC00575	
ERVK-28	
RHBDD3	204402_at
RHBDD3	217622_at
RHBDD3	
BNIP3P33	
PRDM8	
PRDM8	219835_at
LINC02780	
ARHGEF19	226857_at
ARHGEF19	
GMEB2	222251_s_at
GMEB2	44146_at
BNIP3P20	
LINC01233	236768_at
USP34	212066_s_at
USP34	212065_s_at
USP34	242647_at
USP34	215013_s_at
USP34	
USP34	207365_x_at
PTCD2P1	
	242346_x_at
SETP1	
VN1R91P	
BNIP3P29	
RNASE9	
SMILR	
ZNF98	
	1556496_a_at
PRXL2AP2	
STK3	
STK3	204068_at
STK3	211078_s_at
CARD18	231733_at
CARD18	
MTCYBP41	
ZNF708	239482_x_at
ZNF708	
KAZN-AS1	
TMEM135	222209_s_at
TMEM135	
EWSR1	
EWSR1	209214_s_at
EWSR1	210011_s_at
EWSR1	229966_at
EWSR1	210012_s_at
GPR153	64942_at
GPR153	221902_at
RACGAP1P1	224272_at
FUT9	216185_at
FUT9	207696_at
FUT9	214046_at
BNIP3P22	
STMN3	218207_s_at
STMN3	222557_at
STMN3	
GPD1	213706_at
GPD1	204997_at
GPD1	
GPD1	1563035_x_at
GPD1	1563034_at
HDDC2	
HDDC2	203259_s_at
HDDC2	203260_at
LNX1-AS1	
BNIP3P40	
LINC00661	
LINC00661	1555988_a_at
LINC00661	237242_at
KAZN	
KAZN	215138_s_at
KAZN	213752_at
KAZN	229144_at
KAZN	213478_at
SMR3A	214565_s_at
SMR3A	214566_at
TNFRSF6B	206467_x_at
	231603_at
	1562581_at
STAP1	220059_at
STAP1	1554343_a_at
ARFRP1	203174_s_at
ARFRP1	215984_s_at
ARFRP1	
	1562950_at
OR6S1	
RNASE4	205158_at
RNASE4	213397_x_at
ZNF532	225021_at
ZNF532	220617_s_at
ZNF532	
RMDN3	218126_at
RMDN3	
BNIP3P38	
TBCAP3	
	205158_at
	213397_x_at
ZNF730	
ATP10D	213238_at
ATP10D	
EGILA	
	1566990_x_at
	1566989_at
	243155_at
RANBP20P	
SGO1-AS1	
SGO1-AS1	1561704_at
EDDM3DP	
NKAIN2	
NKAIN2	1554601_at
NKAIN2	242002_at
EDDM3A	217568_at
EDDM3A	208142_at
EDDM3A	208143_s_at
ZNF849P	
IPO5P1	227234_at
EDDM3B	220759_at
RERE-AS1	
ADI1P3	
CALHM6	229390_at
CALHM6	229391_s_at
LINC00606	1556448_a_at
LINC00606	1556447_at
LINC00606	
ZNF506	221626_at
ZNF506	
ZNF506	238493_at
ZNF506	1568720_at
	237645_at
CHCHD2P6	217720_at
	1564401_at
RNASE6	213566_at
ICMT-DT	1553741_at
EEF1A1P17	
NCKAP5L	231865_at
NCKAP5L	1562457_at
NCKAP5L	
CLTRN	223784_at
TMEM244	
ATP6V0D2	
ATP6V0D2	1553153_at
ATP6V0D2	1553151_at
ATP6V0D2	1553155_x_at
RNASE1	201785_at
ITIH1	210888_s_at
ITIH1	
DHFRP6	
TNFRSF1B	203508_at
TNFRSF1B	
TARID	
RPL10	200725_x_at
RPL10	221989_at
RPL10	
RPL10	200724_at
	237709_at
BMP5	205431_s_at
BMP5	205430_at
RPL35AP16	
RNASE2	206111_at
ZNNT1	213776_at
SNX2	202114_at
SNX2	202113_s_at
SNX2	232049_at
SNX2	
RPA2P3	
HAPLN4	235420_at
HAPLN4	
TRPC6	206528_at
TRPC6	217287_s_at
TRPC6	
NACAP10	
RN7SL189P	
	1564721_at
LINC02156	
	1562078_at
	234573_at
SLC39A2	220413_at
SLC39A2	
FAM136FP	
LINC02566	1570465_at
RPL34P34	
FAM83B	1563900_at
FAM83B	232202_at
GOLGA2P9	
DUX4L27	
KCNQ3	228579_at
KCNQ3	206573_at
KCNQ3	1557042_at
KCNQ3	
FCF1P5	
RAB32	204214_s_at
ABI3	223615_at
COL10A1	217428_s_at
COL10A1	205941_s_at
COL10A1	
MIR6717	
DPY19L3-DT	232965_at
TPPP2	231140_at
TPPP2	1559785_at
TPPP2	
MTDHP3	240439_at
SHMT2	214095_at
SHMT2	214437_s_at
SHMT2	214096_s_at
SHMT2	
UQCRFS1-DT	
ZNF725P	
HMGN2P17	208668_x_at
TMEM51-AS2	
ZNF728	
MOXD1	209708_at
MOXD1	1554474_a_at
MOXD1	
MOXD1	243697_at
LINC01226	
LINC01226	1563802_at
	224547_at
VN1R83P	
LINC01532	1559303_at
LINC01532	243060_at
	1563897_at
ZNF444P1	
PRDX4P1	
NPM1P41	
SCAMP5	
SCAMP5	212699_at
UBE4B	202316_x_at
UBE4B	210685_s_at
UBE4B	215533_s_at
UBE4B	202317_s_at
UBE4B	
RNASE13	
PPBPP1	
BNIP3P37	
RNASE7	234699_at
RNASE7	234700_s_at
RPL36AP51	
TMPRSS11D	207602_at
TMPRSS11D	
RPS2P48	
C18orf32	224957_at
WFIKKN2	1554773_at
WFIKKN2	241358_at
RNASE8	
TSHZ3	232634_at
TSHZ3	223393_s_at
TSHZ3	223392_s_at
TSHZ3	
ASCC3	212815_at
ASCC3	
ASCC3	231269_at
SMC1A	1555677_s_at
SMC1A	239688_at
SMC1A	217555_at
SMC1A	201589_at
SMC1A	237936_at
SMC1A	
ARHGEF40	
ARHGEF40	228511_s_at
ARHGEF40	220326_s_at
ARHGEF40	58780_s_at
ARHGEF40	227855_at
ARHGEF40	241627_x_at
C10orf120	
MMD	203414_at
MMD	
MMD	244523_at
TSHZ1	223283_s_at
TSHZ1	223282_at
TSHZ1	
DUX4L11	216473_x_at
SLC27A1	
SLC27A1	226728_at
BUB3	201457_x_at
BUB3	201458_s_at
BUB3	201456_s_at
BUB3	237245_at
BUB3	209974_s_at
APCDD1	225016_at
APCDD1	
APCDD1	240211_at
ZGPAT	57539_at
ZGPAT	221848_at
ZGPAT	
SLC9A6	203909_at
SLC9A6	
YAP1	213342_at
YAP1	224894_at
YAP1	224895_at
YAP1	
FAM86MP	
CCDC96	238682_at
ADH1B	209612_s_at
ADH1B	209613_s_at
ADH1B	209614_at
ADH1B	
LINC02039	
UBE2Z	222395_s_at
UBE2Z	217750_s_at
UBE2Z	
UBE2Z	236107_at
RPL26P15	
NAPG	210048_at
NAPG	225448_at
NAPG	
OXSR1	
OXSR1	202696_at
RPS20P9	
	1562630_at
	1556916_a_at
	1556917_a_at
ETAA1	219216_at
PPIAP86	
LINC00824	1569911_at
SELENOTP2	
BASP1-AS1	1553335_x_at
BASP1-AS1	
SOD1P3	
TRAPPC2P2	
PGAM1P13	
RPS4XP20	
LINC01603	
STK32A	1553938_a_at
STK32A	1559624_at
STK32A	239353_at
STK32A	229866_at
STK32A	
CENPP	242207_at
CENPP	
TOX	204529_s_at
TOX	204530_s_at
ZFP36L2	201368_at
ZFP36L2	201367_s_at
ZFP36L2	201369_s_at
RPS20P10	
OGN	218730_s_at
OGN	222722_at
OGN	
MTND4P25	
RPS15AP15	
RPL27P5	
USP21P2	
ASAP1	224796_at
ASAP1	224790_at
ASAP1	221039_s_at
ASAP1	224791_at
ASAP1	236533_at
ASAP1	
PDCD2L	224467_s_at
PDCD2L	
LBH	221011_s_at
LBH	
RPL5P33	
TMEM51-AS1	238641_at
TMEM51-AS1	239120_at
TMEM51-AS1	
SP6	228975_at
HOXB-AS1	237189_at
HOXB-AS1	244512_at
PLA2G5	215870_s_at
PLA2G5	206178_at
PLA2G5	
PLA2G5	215871_at
CYP4F23P	
CD207	220428_at
RPL32P32	
	57539_at
	221848_at
	219541_at
HOXB-AS4	
LINC01887	243721_at
LIME1	219541_at
LIME1	
COA3	
COA3	218026_at
COA3	236998_at
PPP2R2C	228010_at
PPP2R2C	223573_s_at
PPP2R2C	228140_s_at
PPP2R2C	223574_x_at
PPP2R2C	
MIX23P1	
DNAAF10	235071_at
DNAAF10	
NDUFB8P2	
GRK5-IT1	
PMM2P1	
	236503_at
PPIAP58	
FANK1-AS1	
ASPN	219087_at
ASPN	224396_s_at
ASPN	
	1565775_at
AK3P4	
LINC01533	
GNGT2	
GNGT2	235139_at
VTRNA2-1	
CTBP2	201219_at
CTBP2	210554_s_at
CTBP2	210835_s_at
CTBP2	201218_at
CTBP2	201220_x_at
CTBP2	
KIAA0895LP1	
KIAA0895LP1	1560877_a_at
MIR6788	1562488_at
HSPD1P18	
RHOBTB3	
RHOBTB3	216049_at
RHOBTB3	216048_s_at
RHOBTB3	202975_s_at
RHOBTB3	225202_at
RHOBTB3	202976_s_at
SOCS6	206020_at
SOCS6	214462_at
SOCS6	227542_at
LINC01834	1569305_a_at
PTPRU	211320_s_at
PTPRU	
VN1R92P	
CHST8	221065_s_at
CHST8	
VENTXP7	
RNU6-120P	
EXOGP1	
GREB1L-DT	
ESCO1	235216_at
ESCO1	235645_at
ESCO1	226866_at
ESCO1	
	239262_at
SLC2A4RG	222650_s_at
SLC2A4RG	218494_s_at
SLC2A4RG	1555500_s_at
UBTFL2	
MIR4670	
	213377_x_at
IPPK	219092_s_at
IPPK	222823_at
IPPK	
MEIS1-AS3	
RPL21P37	
KDM2A	208989_s_at
KDM2A	208988_at
KDM2A	208987_s_at
KDM2A	
TRABD2A	227867_at
TRABD2A	
TRABD2A	231429_at
ZNF723	
ALDH1A2-AS1	
	1564292_at
	215335_at
COPZ2	
COPZ2	219561_at
COPZ2	235897_at
LINC02524	
ZNF219	219314_s_at
ZNF219	222864_s_at
ZNF219	1558594_at
PPP1R14C	226907_at
MYZAP	228568_at
